,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
43,1.51455717086792,0.04616383023587776,0.030760765075683594,0.0013062388111425966,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-70183027438.56613,-68257357248.6297,-54752634720.45626,-53051028827.72444,-41646085816.75716,-57578026810.426735,10537907140.100927,46
44,2.234605073928833,0.04716304039898212,0.04500946998596191,0.0012650431267279014,10,2,10,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",-69831987180.94595,-67563825287.40285,-55284940454.49408,-53084727865.54954,-41627783234.47863,-57478652804.5742,10292566158.113445,41
45,0.7401639461517334,0.01216359592400782,0.016822290420532227,0.0005603290580051653,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-67979079738.085434,-68096461051.25169,-56132564692.35429,-55457248845.472115,-43461434924.943344,-58225357850.42137,9193360646.450556,101
46,1.4925889492034912,0.01641001913452403,0.030675315856933595,0.0009585440354354728,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-68796965375.93268,-68533688948.37314,-55908324903.023,-54251784838.54193,-43365841269.79303,-58171321067.13277,9591341230.492643,86
47,2.2267523288726805,0.024307269019495408,0.04482746124267578,0.0013454140192629288,10,4,2,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-68928553218.61429,-67835848553.708466,-56539825983.03102,-54024722294.64833,-43723984905.457756,-58210586991.091965,9356227934.307533,96
48,0.7523769855499267,0.01867018947131039,0.016823196411132814,0.0005782731161692539,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-67979079738.085434,-68096461051.25169,-56132564692.35429,-55457248845.472115,-43461434924.943344,-58225357850.42137,9193360646.450556,101
49,1.4834781646728517,0.025923818804496013,0.03281469345092773,0.0032965798102775916,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-68796965375.93268,-68533688948.37314,-55908324903.023,-54251784838.54193,-43365841269.79303,-58171321067.13277,9591341230.492643,86
50,2.206417274475098,0.04281604757324653,0.043591642379760744,0.0017538568420669427,10,4,5,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",-68928553218.61429,-67835848553.708466,-56539825983.03102,-54024722294.64833,-43723984905.457756,-58210586991.091965,9356227934.307533,96
51,0.7221587181091309,0.009592292399533329,0.016271066665649415,0.0007588388752933997,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-67525411930.386024,-69066643870.89745,-55813914960.81531,-55763105930.71077,-42908443979.48676,-58215504134.45927,9492203061.934832,99
52,1.465421199798584,0.03380722580497654,0.02945880889892578,0.00033964781081433586,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-68354495868.21696,-69204148818.08534,-55727351480.8241,-54630642952.45236,-43106447228.68745,-58204617269.653244,9704376400.830366,93
53,2.172811269760132,0.01666815835140993,0.04484634399414063,0.00218646717251875,10,4,10,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-68573216840.3502,-68503658959.47181,-56272904167.19729,-54517522198.64348,-43518776428.29955,-58277215718.792465,9450416614.122654,105
54,1.3800878047943115,0.034304162874500596,0.03227744102478027,0.002417809666750935,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-78185404141.99423,-65500998001.81411,-55636692148.58933,-50440939952.903305,-40648424082.52398,-58082491665.56499,12864550412.97989,68
55,2.7210209369659424,0.030108579660979694,0.05912518501281738,0.0021632943690969146,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-78068551584.06235,-64769330931.09195,-54492378512.60688,-50212979858.3382,-40530261688.11225,-57614700514.84232,12852713124.798225,47
56,4.222014379501343,0.11697139787993362,0.08754734992980957,0.006125345349473486,20,1,2,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-77515986798.64198,-64405751723.29093,-54127777925.2197,-50429125726.487625,-40635803022.61919,-57422889039.25189,12602140201.498817,38
57,1.0951869010925293,0.016784843478043817,0.02436528205871582,0.0007910849545582744,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-75992197998.20471,-66563486309.93415,-56319637328.27234,-51519658454.462845,-40282687165.27355,-58135533451.229515,12293756621.50454,69
58,2.261555576324463,0.09976711677315775,0.04819674491882324,0.004087559232456517,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-75149344221.39386,-65816671816.43038,-54934548605.292336,-51019037523.08113,-39967734978.072624,-57377467428.854065,12137182891.243208,33
59,3.313560962677002,0.02133893408920915,0.06741442680358886,0.0019644659186557733,20,1,5,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-74732270526.75693,-65408292812.7329,-55390627159.07329,-50819111314.38627,-40033684266.75014,-57276797215.9399,11944865491.167072,18
60,0.9533172130584717,0.01174546519611335,0.021257638931274414,0.0007790197245122399,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-70140513553.59615,-68882929372.45622,-55993761418.06355,-52804414888.44875,-40648171622.96906,-57693958171.10675,10931303298.24143,48
61,1.9223601818084717,0.06237133073137831,0.04134955406188965,0.00226532363540382,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-69569441081.31215,-67888393290.72963,-55423213224.86417,-52798531843.087845,-40907883662.28635,-57317492620.45603,10536970619.340874,24
62,2.9454393863677977,0.047714384801857794,0.062445449829101565,0.0011059008966084229,20,1,10,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-69418986284.50542,-67305168221.976555,-55787994656.80552,-52692412392.87294,-40765424420.81983,-57193997195.39604,10429048374.995499,9
63,1.1054004192352296,0.00677475613728142,0.02559361457824707,0.0015542482601953295,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-73758616922.71643,-65962870654.20934,-54546224019.73613,-52408791417.28499,-42705094697.4288,-57876319542.27515,10851627917.012009,55
